time,实时出清价格
2025-11-11 05:00:00,314.0
2025-11-11 05:15:00,314.000031
2025-11-11 05:30:00,315.999969
2025-11-11 05:45:00,316.000153
2025-11-11 06:00:00,316.999847
2025-11-11 06:15:00,317.000153
2025-11-11 06:30:00,318.000183
2025-11-11 06:45:00,320.000153
2025-11-11 07:00:00,320.0
2025-11-11 07:15:00,319.999847
2025-11-11 07:30:00,317.999878
2025-11-11 07:45:00,317.000092
2025-11-11 08:00:00,316.999573
2025-11-11 08:15:00,298.000122
2025-11-11 08:30:00,251.07312
2025-11-11 08:45:00,151.219604
2025-11-11 09:00:00,3.213782
2025-11-11 09:15:00,3.469954
2025-11-11 09:30:00,3.252141
2025-11-11 09:45:00,3.842885
2025-11-11 10:00:00,3.8519
2025-11-11 10:15:00,4.05723
2025-11-11 10:30:00,4.527106
2025-11-11 10:45:00,4.697742
2025-11-11 11:00:00,4.738146
2025-11-11 11:15:00,4.696753
2025-11-11 11:30:00,4.272671
2025-11-11 11:45:00,4.382393
2025-11-11 12:00:00,4.415023
2025-11-11 12:15:00,4.751943
2025-11-11 12:30:00,4.96855
2025-11-11 12:45:00,5.079499
2025-11-11 13:00:00,5.149013
2025-11-11 13:15:00,5.252474
2025-11-11 13:30:00,5.219212
2025-11-11 13:45:00,5.239102
2025-11-11 14:00:00,5.27934
2025-11-11 14:15:00,82.605202
2025-11-11 14:30:00,87.352921
2025-11-11 14:45:00,165.126465
2025-11-11 15:00:00,206.552368
2025-11-11 15:15:00,281.79071
2025-11-11 15:30:00,330.515869
2025-11-11 15:45:00,336.084625
2025-11-11 16:00:00,341.93335
2025-11-11 16:15:00,367.856628
2025-11-11 16:30:00,404.786102
2025-11-11 16:45:00,397.053406
2025-11-11 17:00:00,476.500061
2025-11-11 17:15:00,476.499664
2025-11-11 17:30:00,522.44989
2025-11-11 17:45:00,453.999939
2025-11-11 18:00:00,456.80014
2025-11-11 18:15:00,447.999939
2025-11-11 18:30:00,409.719238
2025-11-11 18:45:00,379.999878
2025-11-11 19:00:00,357.267029
2025-11-11 19:15:00,340.943115
2025-11-11 19:30:00,322.45871
2025-11-11 19:45:00,322.399994
2025-11-11 20:00:00,320.617523
2025-11-11 20:15:00,320.535797
2025-11-11 20:30:00,318.788391
2025-11-11 20:45:00,316.70816
2025-11-11 21:00:00,318.63858
2025-11-11 21:15:00,298.301147
2025-11-11 21:30:00,297.790741
2025-11-11 21:45:00,271.377808
2025-11-11 22:00:00,233.109589
2025-11-11 22:15:00,233.062927
2025-11-11 22:30:00,252.1651
2025-11-11 22:45:00,152.554443
2025-11-11 23:00:00,150.500931
2025-11-11 23:15:00,152.340668
2025-11-11 23:30:00,147.999924
2025-11-11 23:45:00,145.999985
2025-11-12 00:00:00,316.353424
2025-11-12 00:15:00,314.414154
2025-11-12 00:30:00,313.169281
2025-11-12 00:45:00,314.104858
2025-11-12 01:00:00,312.822601
2025-11-12 01:15:00,312.115448
2025-11-12 01:30:00,307.316681
2025-11-12 01:45:00,314.000061
2025-11-12 02:00:00,311.053375
